,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
34,95537,Double Decker,22,3,9,Mon,Jodhpur,Jpr,JSM,Daily,3,7,18128,861,27,24,1,9,69,25,4,2021
35,36855,Double Decker,21,1,6,Mon,Jodhpur,JSM,JDP,Daily,3,31,17228,861,21,20,3,17,68,25,4,2020
36,24476,Shatabdi Express,11,3,8,Fri,Jodhpur,JSM,JDP,Weekly,2,7,21336,861,21,30,3,13,69,13,7,2021
37,31436,Shatabdi Express,23,2,5,Sun,Jodhpur,JDP,UDP,Daily,3,20,24386,861,30,34,2,10,67,27,1,2019
38,24627,Mandore SF EXpress,21,2,8,Tue,Jodhpur,BKN,BKN,Daily,1,10,29705,861,31,29,1,16,67,22,5,2022
39,70881,Mandore SF EXpress,17,2,7,Mon,Jodhpur,BKN,BME,Weekly,2,14,15329,861,29,29,1,5,66,20,9,2022
40,46448,Mandore SF EXpress,18,1,8,Mon,Jodhpur,Jpr,BME,Daily,1,25,26973,861,30,21,2,18,67,16,5,2020
41,68819,Rajdhani Express,15,2,7,Sat,Jodhpur,UDP,Jpr,Daily,1,5,24509,861,27,29,1,6,67,22,6,2021
42,79277,Double Decker,13,1,5,Sun,Jodhpur,Jpr,BME,Weekly,3,15,21048,861,24,30,4,8,71,5,10,2022
43,60783,Double Decker,22,3,6,Wed,Jodhpur,Jpr,BKN,Daily,3,23,18286,861,23,34,2,18,70,27,5,2022
44,38224,Mandore SF EXpress,27,1,5,Wed,Jodhpur,Jpr,Jpr,Twice in week,3,24,20986,861,25,29,4,4,65,3,6,2022
45,97637,Rajdhani Express,17,1,9,Wed,Jodhpur,BME,BME,Twice in week,3,4,27445,861,20,30,3,15,65,7,3,2022
46,33745,Rameshwaram Humsafar Express,29,1,6,Thu,Jodhpur,UDP,Jpr,Daily,1,18,19988,861,21,25,4,15,65,7,11,2022
47,36644,Ranikhet Epress,26,3,5,Wed,Jodhpur,JDP,RNT,Weekly,1,13,23410,861,29,25,1,22,65,17,4,2020
48,84152,JODHPUR INTERCITY SF Express,10,3,7,Wed,Jodhpur,BKN,JSM,Daily,3,34,11739,861,22,21,3,15,74,17,11,2019
49,66856,JODHPUR INTERCITY SF Express,21,1,8,Wed,Jodhpur,Jpr,UDP,Weekly,2,12,20441,861,29,23,4,9,66,30,9,2020
50,85785,Marudhar Express,11,3,8,Fri,Jodhpur,JDP,UDP,Weekly,2,11,13049,861,21,25,2,9,71,11,1,2019
51,42139,Double Decker,29,1,7,Mon,Jodhpur,BME,JSM,Twice in week,2,4,21454,861,31,28,1,13,72,1,4,2021
52,47347,Rajdhani Express,28,3,7,Sat,Jodhpur,Jpr,Jpr,Twice in week,1,7,11884,861,29,31,2,13,68,14,11,2021
53,33300,Mandore SF EXpress,17,3,6,Fri,Jodhpur,UDP,BKN,Weekly,2,33,26678,861,24,32,3,9,67,26,7,2020
54,86148,Rameshwaram Humsafar Express,21,1,5,Thu,Jodhpur,RNT,JSM,Daily,2,24,17543,861,20,33,1,23,72,2,2,2020
55,65240,Double Decker,12,3,6,Wed,Jodhpur,Jpr,BKN,Daily,3,14,21937,861,21,21,3,22,71,10,6,2022
56,47163,RNT SF Express,26,2,8,Tue,Jodhpur,BKN,BKN,Daily,3,24,16706,861,30,32,2,11,65,9,5,2021
57,74465,Mandore SF EXpress,16,1,5,Thu,Jodhpur,JSM,BKN,Daily,1,25,26973,861,29,30,4,6,71,20,8,2021
58,60405,RNT SF Express,29,3,6,Mon,Jodhpur,JSM,BME,Weekly,1,33,27031,861,22,24,1,10,72,7,11,2020
59,60432,Barmer SF Express,28,2,5,Fri,Jodhpur,JDP,Jpr,Weekly,1,14,21508,861,22,22,1,16,66,27,11,2022
60,84505,Barmer SF Express,12,3,7,Mon,Jodhpur,JSM,JSM,Daily,2,7,11651,861,20,29,3,5,70,13,7,2019
61,99100,Rajdhani Express,26,2,5,Thu,Jodhpur,BME,BME,Twice in week,2,18,21748,861,26,24,4,16,68,9,1,2019
62,73555,RNT SF Express,26,3,9,Sun,Jodhpur,RNT,Jpr,Daily,3,29,19832,861,27,31,1,13,73,20,2,2021
63,85085,Double Decker,25,3,6,Thu,Jodhpur,RNT,BKN,Weekly,2,33,16053,861,25,30,3,13,66,23,5,2022
64,32610,Double Decker,21,1,7,Tue,Jodhpur,Jpr,JDP,Twice in week,1,34,23418,861,31,23,1,18,70,1,2,2020
65,65877,JODHPUR INTERCITY SF Express,27,2,7,Sun,Jodhpur,Jpr,JSM,Twice in week,2,17,19060,861,22,32,4,4,66,8,8,2022
66,33536,Marudhar Express,21,1,7,Mon,Jodhpur,UDP,RNT,Daily,1,32,13814,861,22,26,3,12,65,23,11,2019
67,36989,Rameshwaram Humsafar Express,25,3,7,Sun,Jodhpur,RNT,RNT,Weekly,2,13,23629,861,22,28,4,4,73,9,2,2022
68,82199,Marudhar Express,18,1,5,Wed,Jodhpur,UDP,Jpr,Daily,2,4,24493,861,20,28,2,5,73,19,6,2021
69,93275,Rajdhani Express,26,1,5,Sun,Jodhpur,RNT,JSM,Daily,2,4,20369,861,31,24,3,11,73,15,2,2020
70,56574,Mandore SF EXpress,27,1,6,Sat,Jodhpur,JDP,UDP,Weekly,3,31,23012,861,27,27,4,17,69,12,3,2021
71,46593,Ranikhet Epress,23,3,7,Thu,Jodhpur,JSM,BME,Twice in week,1,18,24403,861,25,30,2,13,70,13,7,2021
72,38933,Double Decker,12,1,7,Sat,Jodhpur,BKN,Jpr,Twice in week,2,13,26235,861,29,29,2,12,73,14,1,2019
73,56842,Marudhar Express,11,3,6,Thu,Jodhpur,BKN,Jpr,Weekly,2,29,12735,861,23,25,3,7,68,2,2,2021
74,80215,JODHPUR INTERCITY SF Express,14,1,8,Fri,Jodhpur,BME,BKN,Daily,1,32,26284,861,28,31,4,23,71,17,4,2020
75,69099,Barmer SF Express,23,2,5,Tue,Jodhpur,RNT,JDP,Daily,2,22,25606,861,23,31,2,4,73,11,10,2022
76,88177,Rameshwaram Humsafar Express,20,2,7,Sun,Jodhpur,UDP,UDP,Twice in week,1,32,11254,861,25,33,4,16,68,13,2,2019
77,21800,Barmer SF Express,13,1,5,Tue,Jodhpur,JDP,BKN,Twice in week,2,8,14352,861,31,21,4,6,72,14,5,2019
78,22006,Rameshwaram Humsafar Express,20,3,8,Sat,Jodhpur,BME,JSM,Daily,1,16,19337,861,30,21,1,19,74,27,2,2020
79,25600,Marudhar Express,28,3,5,Thu,Jodhpur,BKN,JDP,Weekly,3,5,11286,861,30,23,3,23,69,3,5,2022
80,92654,RNT SF Express,27,1,5,Fri,Jodhpur,BKN,BKN,Twice in week,2,23,24891,861,20,31,3,6,72,1,9,2022
81,78719,Marudhar Express,28,3,8,Mon,Jodhpur,BME,BKN,Twice in week,1,6,24621,861,31,26,1,18,66,30,2,2020
82,97668,Mandore SF EXpress,10,1,6,Tue,Jodhpur,UDP,JDP,Twice in week,1,15,27690,861,24,22,2,8,74,17,7,2021
83,16100,Double Decker,17,3,9,Mon,Jodhpur,BKN,UDP,Weekly,1,10,12976,861,24,33,2,16,72,25,9,2019
84,39287,Double Decker,14,1,7,Mon,Jodhpur,RNT,Jpr,Weekly,1,27,19290,861,20,30,3,18,68,6,5,2019
85,94358,RNT SF Express,14,3,7,Sat,Jodhpur,Jpr,RNT,Daily,1,13,21255,861,29,25,3,17,73,11,5,2019
86,94900,JODHPUR INTERCITY SF Express,12,3,9,Fri,Jodhpur,UDP,BKN,Weekly,2,7,15820,861,20,25,4,21,72,21,6,2022
87,95070,Barmer SF Express,28,2,7,Sat,Jodhpur,JDP,JDP,Twice in week,1,30,20543,861,26,34,2,23,67,14,7,2020
88,91259,Double Decker,24,1,7,Fri,Jodhpur,JSM,RNT,Twice in week,2,21,14467,861,20,34,4,20,74,20,3,2020
89,10384,JODHPUR INTERCITY SF Express,19,1,9,Sun,Jodhpur,BKN,Jpr,Weekly,2,14,28014,861,26,20,4,10,73,29,9,2020
90,24746,Marudhar Express,15,1,5,Tue,Jodhpur,BKN,JSM,Daily,3,32,27872,861,24,23,1,19,70,9,11,2022
91,83619,Marudhar Express,26,3,6,Thu,Jodhpur,RNT,BME,Daily,2,14,14845,861,27,31,4,13,66,20,11,2020
92,59532,RNT SF Express,20,2,6,Tue,Jodhpur,JDP,Jpr,Daily,3,17,26659,861,29,21,3,23,67,18,1,2021
93,37285,Shatabdi Express,13,2,8,Sun,Jodhpur,UDP,UDP,Daily,2,12,16258,861,25,24,1,12,72,1,6,2021
94,94887,Mandore SF EXpress,20,3,8,Thu,Jodhpur,BME,BME,Twice in week,1,32,13410,861,30,21,4,17,70,14,6,2020
95,19753,Rameshwaram Humsafar Express,18,3,7,Sun,Jodhpur,BME,RNT,Twice in week,2,15,15757,861,22,34,3,6,74,6,3,2022
96,37962,Rameshwaram Humsafar Express,16,3,7,Wed,Jodhpur,BME,BKN,Daily,3,10,22733,861,27,20,4,17,74,6,10,2019
97,77624,JODHPUR INTERCITY SF Express,19,2,9,Sat,Jodhpur,UDP,Jpr,Weekly,2,13,23156,861,23,21,1,15,67,23,10,2020
98,76250,Mandore SF EXpress,24,1,6,Tue,Jodhpur,RNT,BME,Twice in week,2,22,20153,861,28,31,4,18,73,19,6,2021
99,31753,Marudhar Express,19,3,5,Sat,Jodhpur,UDP,Jpr,Weekly,2,24,23599,861,21,23,3,9,66,14,5,2021
100,57255,Barmer SF Express,10,1,9,Sat,Jodhpur,JSM,JSM,Twice in week,2,15,22884,861,24,25,4,5,67,22,8,2020
101,47671,Shatabdi Express,28,1,6,Thu,Jodhpur,JDP,UDP,Daily,1,28,25690,861,21,33,1,22,70,30,11,2021
102,58738,RNT SF Express,23,3,6,Sat,Jodhpur,UDP,BME,Weekly,1,7,24035,861,20,24,3,7,65,29,1,2019
103,77392,RNT SF Express,17,3,5,Sat,Jodhpur,JDP,BME,Twice in week,3,18,11472,861,20,23,1,21,74,15,4,2019
104,31929,Double Decker,20,1,9,Thu,Jodhpur,RNT,RNT,Daily,2,31,28785,861,27,23,1,19,73,25,7,2021
105,80762,Barmer SF Express,17,2,6,Sat,Jodhpur,RNT,JDP,Twice in week,1,27,29707,861,28,20,3,9,69,16,8,2022
106,72116,Double Decker,15,3,6,Mon,Jodhpur,JDP,BKN,Twice in week,3,6,29740,861,30,22,1,11,70,10,8,2022
107,45867,JODHPUR INTERCITY SF Express,26,1,5,Mon,Jodhpur,UDP,Jpr,Twice in week,2,21,13701,861,22,30,4,17,68,14,10,2020
108,43044,Ranikhet Epress,17,3,8,Thu,Jodhpur,JDP,BKN,Daily,1,28,12564,861,30,28,3,22,68,30,8,2019
109,95159,Marudhar Express,22,2,9,Mon,Jodhpur,JSM,BKN,Weekly,3,5,24048,861,23,30,2,15,72,13,5,2019
110,28999,Rajdhani Express,28,1,5,Fri,Jodhpur,JDP,JDP,Daily,2,28,10498,861,30,31,3,13,73,11,6,2022
111,90016,Double Decker,22,1,8,Mon,Jodhpur,BKN,BME,Weekly,1,22,13317,861,30,29,3,11,66,18,10,2021
112,97947,Rajdhani Express,13,1,5,Mon,Jodhpur,UDP,UDP,Weekly,1,23,28317,861,26,34,4,6,69,30,8,2020
113,91843,Mandore SF EXpress,15,2,7,Thu,Jodhpur,UDP,BME,Daily,1,6,27095,861,23,26,3,19,65,20,2,2022
114,87305,RNT SF Express,21,2,9,Sat,Jodhpur,JDP,BME,Weekly,1,11,27829,861,22,32,1,13,67,29,5,2022
115,73560,Mandore SF EXpress,23,3,8,Fri,Jodhpur,JSM,BKN,Daily,1,32,16193,861,22,30,1,9,70,22,7,2022
116,54230,Barmer SF Express,26,1,6,Wed,Jodhpur,RNT,BKN,Twice in week,2,9,20567,861,30,32,1,4,68,6,6,2020
117,37575,Rameshwaram Humsafar Express,23,2,6,Tue,Jodhpur,JSM,RNT,Twice in week,1,23,29864,861,26,34,4,11,66,11,5,2022
118,90841,Ranikhet Epress,27,1,7,Thu,Jodhpur,BKN,Jpr,Twice in week,2,23,10491,861,24,23,3,18,67,21,8,2019
119,15353,Barmer SF Express,24,3,9,Sat,Jodhpur,BKN,JSM,Weekly,1,30,26020,861,28,20,4,20,72,11,11,2020
120,53943,Mandore SF EXpress,26,3,8,Thu,Jodhpur,JSM,UDP,Daily,2,4,28185,861,25,21,4,15,74,4,2,2022
121,78114,Rameshwaram Humsafar Express,19,2,8,Wed,Jodhpur,Jpr,BKN,Daily,2,28,18697,861,31,29,4,17,71,21,7,2020
122,23975,Barmer SF Express,23,1,6,Sun,Jodhpur,Jpr,BKN,Twice in week,2,20,26760,861,31,21,2,22,71,27,6,2022
123,41734,Rajdhani Express,16,1,9,Fri,Jodhpur,UDP,Jpr,Daily,3,34,14453,861,24,29,2,18,73,24,10,2022
124,23829,Rajdhani Express,15,1,5,Tue,Jodhpur,RNT,JDP,Daily,2,5,18812,861,26,22,4,14,66,20,10,2020
125,18727,Barmer SF Express,27,3,8,Mon,Jodhpur,UDP,Jpr,Daily,1,5,12866,861,21,20,3,14,73,19,5,2022
126,49257,RNT SF Express,16,1,8,Thu,Jodhpur,RNT,BME,Twice in week,3,7,27353,861,30,33,4,16,67,27,6,2021
127,52017,Mandore SF EXpress,16,3,9,Mon,Jodhpur,RNT,BKN,Twice in week,2,25,29564,861,30,23,3,12,68,17,5,2019
128,60933,Ranikhet Epress,24,2,7,Thu,Jodhpur,JDP,JDP,Daily,1,26,23421,861,31,27,3,6,65,9,8,2021
129,68865,Shatabdi Express,24,3,6,Mon,Jodhpur,JSM,BME,Weekly,1,20,13618,861,28,31,4,12,69,1,4,2020
130,73538,Marudhar Express,26,1,8,Sun,Jodhpur,BME,BKN,Daily,1,26,22207,861,26,20,2,23,74,27,10,2019
131,76494,Marudhar Express,12,1,8,Wed,Jodhpur,JDP,RNT,Daily,3,33,23390,861,31,32,3,5,66,14,6,2019
132,19487,Barmer SF Express,29,1,7,Sat,Jodhpur,RNT,JSM,Twice in week,1,16,12093,861,23,25,2,20,66,9,8,2022
133,99873,RNT SF Express,24,3,8,Wed,Jodhpur,JDP,Jpr,Weekly,3,12,21289,861,24,20,1,23,65,7,5,2021
134,69088,Double Decker,22,3,8,Tue,Jodhpur,JDP,RNT,Daily,3,29,10007,861,31,26,4,8,71,7,9,2022
135,64780,JODHPUR INTERCITY SF Express,19,3,8,Mon,Jodhpur,BKN,JSM,Weekly,1,6,11836,861,28,26,2,11,65,19,10,2022
136,21571,Marudhar Express,16,1,9,Thu,Jodhpur,UDP,JDP,Daily,2,30,29971,861,27,31,1,4,73,17,11,2019
137,55515,Mandore SF EXpress,13,2,5,Sat,Jodhpur,RNT,RNT,Daily,2,16,18328,861,30,28,2,17,69,26,3,2022
138,39981,Barmer SF Express,22,2,9,Tue,Jodhpur,BKN,RNT,Twice in week,2,21,22692,861,24,23,3,21,66,25,11,2019
139,59719,Marudhar Express,10,3,8,Sun,Jodhpur,UDP,UDP,Weekly,2,16,12546,861,21,25,1,16,66,24,1,2020
140,64509,Ranikhet Epress,16,3,7,Wed,Jodhpur,JSM,RNT,Weekly,3,17,15082,861,23,25,3,20,71,6,9,2020
141,35869,Double Decker,23,3,9,Sun,Jodhpur,Jpr,BKN,Twice in week,1,29,12623,861,31,23,2,16,71,29,7,2020
142,88130,Double Decker,22,2,9,Tue,Jodhpur,JSM,JSM,Weekly,1,10,12989,861,20,24,1,22,65,19,7,2019
143,56262,Rameshwaram Humsafar Express,26,1,7,Sun,Jodhpur,JSM,BKN,Weekly,3,6,20560,861,23,31,1,21,72,13,3,2022
144,88335,RNT SF Express,28,2,9,Thu,Jodhpur,RNT,BKN,Weekly,3,9,18509,861,25,22,3,4,73,20,3,2020
145,20549,Mandore SF EXpress,19,3,9,Mon,Jodhpur,RNT,Jpr,Daily,1,14,18333,861,29,31,1,14,73,2,3,2019
146,76559,Mandore SF EXpress,24,1,6,Sun,Jodhpur,RNT,BME,Daily,1,4,26043,861,29,26,4,6,67,20,9,2019
147,11346,Mandore SF EXpress,27,3,5,Sat,Jodhpur,UDP,BKN,Twice in week,1,12,25273,861,30,20,3,4,68,14,9,2019
148,37106,Ranikhet Epress,13,2,9,Fri,Jodhpur,Jpr,JDP,Daily,2,18,20031,861,22,21,1,21,73,2,7,2020
149,35628,Marudhar Express,24,3,8,Thu,Jodhpur,JDP,BKN,Weekly,1,33,10321,861,25,28,2,17,67,9,5,2020
150,65281,Marudhar Express,17,1,8,Thu,Jodhpur,JSM,UDP,Weekly,2,12,23046,861,22,34,1,7,68,11,3,2020
151,89491,Marudhar Express,15,3,8,Wed,Jodhpur,UDP,BKN,Twice in week,1,25,16320,861,22,26,1,22,71,27,8,2020
152,63486,Rameshwaram Humsafar Express,20,3,7,Fri,Jodhpur,BKN,JSM,Twice in week,3,7,25430,861,26,23,2,8,66,12,7,2020
153,37234,Ranikhet Epress,21,3,8,Fri,Jodhpur,Jpr,JDP,Twice in week,2,20,27872,861,30,33,4,6,66,22,2,2022
154,22785,Rameshwaram Humsafar Express,12,2,6,Wed,Jodhpur,RNT,JSM,Weekly,2,23,24484,861,25,34,1,9,71,26,5,2021
155,62733,Rajdhani Express,13,3,5,Wed,Jodhpur,BME,JDP,Twice in week,3,11,15469,861,23,26,1,6,71,6,8,2021
156,37046,JODHPUR INTERCITY SF Express,17,3,6,Tue,Jodhpur,BKN,RNT,Daily,1,5,19877,861,22,28,4,19,67,13,1,2020
157,24415,Mandore SF EXpress,13,2,8,Thu,Jodhpur,JSM,RNT,Daily,2,29,29239,861,28,20,3,7,67,8,5,2020
158,73855,JODHPUR INTERCITY SF Express,23,2,8,Fri,Jodhpur,JDP,UDP,Weekly,1,9,25106,861,28,32,3,9,68,15,11,2019
159,80558,Barmer SF Express,10,1,8,Thu,Jodhpur,JSM,JDP,Twice in week,2,32,13859,861,26,21,1,12,69,4,9,2019
160,25826,Ranikhet Epress,17,3,8,Wed,Jodhpur,BKN,Jpr,Weekly,3,31,13961,861,29,26,3,11,71,18,4,2021
161,30201,Barmer SF Express,21,1,7,Mon,Jodhpur,BKN,JSM,Twice in week,1,29,29835,861,27,30,2,14,73,11,9,2021
162,78924,RNT SF Express,10,2,9,Fri,Jodhpur,BKN,BME,Weekly,3,30,22396,861,26,28,3,12,65,9,6,2021
163,83147,Rameshwaram Humsafar Express,19,2,5,Thu,Jodhpur,JSM,Jpr,Twice in week,3,11,25077,861,24,22,3,15,74,28,1,2019
164,14471,Barmer SF Express,26,2,8,Wed,Jodhpur,JDP,Jpr,Twice in week,2,10,26411,861,26,24,1,7,71,10,6,2019
165,77672,Double Decker,16,3,9,Sun,Jodhpur,JDP,Jpr,Daily,1,8,18119,861,22,27,1,8,71,7,1,2021
166,86888,Shatabdi Express,17,1,6,Tue,Jodhpur,UDP,BKN,Daily,1,3,10617,861,30,26,1,13,68,20,3,2020
167,32166,Rameshwaram Humsafar Express,16,2,9,Wed,Jodhpur,BKN,Jpr,Daily,1,19,11030,861,20,22,2,9,73,22,5,2022
168,54327,Barmer SF Express,25,2,6,Fri,Jodhpur,BKN,JDP,Weekly,2,11,23593,861,23,31,3,4,68,4,1,2022
169,95543,Ranikhet Epress,16,3,8,Mon,Jodhpur,Jpr,BME,Weekly,3,20,10416,861,29,25,1,5,74,21,7,2021
170,61241,Marudhar Express,27,3,9,Thu,Jodhpur,BKN,UDP,Twice in week,3,8,23320,861,24,23,1,22,68,26,10,2019
171,19710,Ranikhet Epress,19,2,9,Sat,Jodhpur,BKN,BME,Twice in week,2,4,22157,861,24,21,4,19,74,30,9,2022
172,90368,Ranikhet Epress,27,2,7,Mon,Jodhpur,JSM,BKN,Twice in week,3,20,18035,861,23,21,1,5,68,24,6,2021
173,51300,Ranikhet Epress,19,2,7,Mon,Jodhpur,BKN,UDP,Twice in week,2,19,19402,861,20,26,3,20,65,11,10,2020
174,53729,Ranikhet Epress,21,3,6,Sat,Jodhpur,UDP,RNT,Daily,2,33,23900,861,22,23,3,20,68,12,10,2019
175,55153,Rameshwaram Humsafar Express,24,3,5,Thu,Jodhpur,JDP,BKN,Daily,2,26,27464,861,20,21,3,6,71,4,10,2022
176,39992,JODHPUR INTERCITY SF Express,27,3,7,Mon,Jodhpur,BKN,BME,Daily,3,27,22095,861,26,26,2,18,67,24,7,2022
177,77853,Double Decker,13,1,9,Mon,Jodhpur,RNT,JSM,Weekly,3,19,17504,861,30,31,1,8,66,3,6,2019
178,59824,Double Decker,11,3,7,Thu,Jodhpur,RNT,JDP,Daily,1,34,12984,861,24,30,4,16,73,25,5,2021
179,61556,Rajdhani Express,13,1,6,Thu,Jodhpur,JDP,BKN,Daily,3,20,29558,861,20,34,3,23,73,4,7,2019
180,82112,Rajdhani Express,10,3,7,Sun,Jodhpur,BKN,BKN,Weekly,1,16,14012,861,22,26,3,11,69,10,7,2020
181,51478,Mandore SF EXpress,11,1,5,Thu,Jodhpur,UDP,BKN,Twice in week,1,22,23551,861,27,32,4,9,70,25,3,2021
182,99930,Double Decker,11,3,7,Tue,Jodhpur,BKN,Jpr,Weekly,3,33,24912,861,21,26,3,20,66,21,8,2019
183,85915,Marudhar Express,16,3,6,Sun,Jodhpur,BME,RNT,Daily,1,12,27285,861,31,20,2,8,73,20,2,2021
184,13996,RNT SF Express,20,3,9,Fri,Jodhpur,RNT,JSM,Weekly,3,25,19588,861,26,29,2,8,69,29,3,2022
185,43512,Ranikhet Epress,16,3,6,Tue,Jodhpur,BKN,BKN,Daily,3,20,28244,861,31,21,3,22,66,28,8,2020
186,79723,Mandore SF EXpress,11,1,6,Tue,Jodhpur,RNT,RNT,Weekly,1,29,17979,861,22,21,2,16,65,13,3,2019
187,44258,RNT SF Express,17,2,6,Sun,Jodhpur,RNT,BME,Daily,1,21,27065,861,26,29,1,14,69,21,4,2021
188,64971,Mandore SF EXpress,20,1,8,Sat,Jodhpur,BME,BME,Twice in week,2,15,28191,861,20,24,4,8,73,11,6,2020
189,35496,Mandore SF EXpress,15,1,9,Tue,Jodhpur,UDP,RNT,Twice in week,1,6,10385,861,30,32,1,7,72,14,2,2019
190,94399,Ranikhet Epress,26,1,7,Tue,Jodhpur,BKN,Jpr,Weekly,1,7,24163,861,23,27,4,22,66,24,11,2022
191,19796,Rajdhani Express,14,2,9,Tue,Jodhpur,BME,BME,Twice in week,2,28,12921,861,21,23,1,7,66,30,3,2022
